report_date,current_ratio_th,year,quarter,code
2004-12-31,1.14,2004,4,002126
2005-12-31,0.96,2005,4,002126
2006-03-31,False,2006,1,002126
2006-06-30,False,2006,2,002126
2006-09-30,False,2006,3,002126
2006-12-31,1.03,2006,4,002126
2007-03-31,0.99,2007,1,002126
2007-06-30,1.40,2007,2,002126
2007-09-30,1.42,2007,3,002126
2007-12-31,1.32,2007,4,002126
2008-03-31,1.26,2008,1,002126
2008-06-30,1.21,2008,2,002126
2008-09-30,1.15,2008,3,002126
2008-12-31,1.26,2008,4,002126
2009-03-31,1.34,2009,1,002126
2009-06-30,1.29,2009,2,002126
2009-09-30,1.23,2009,3,002126
2009-12-31,1.32,2009,4,002126
2010-03-31,1.30,2010,1,002126
2010-06-30,1.27,2010,2,002126
2010-09-30,1.34,2010,3,002126
2010-12-31,1.34,2010,4,002126
2011-03-31,1.38,2011,1,002126
2011-06-30,1.33,2011,2,002126
2011-09-30,1.33,2011,3,002126
2011-12-31,1.57,2011,4,002126
2012-03-31,1.53,2012,1,002126
2012-06-30,1.44,2012,2,002126
2012-09-30,1.46,2012,3,002126
2012-12-31,1.41,2012,4,002126
2013-03-31,2.15,2013,1,002126
2013-06-30,1.92,2013,2,002126
2013-09-30,1.89,2013,3,002126
2013-12-31,1.64,2013,4,002126
2014-03-31,1.52,2014,1,002126
2014-06-30,1.53,2014,2,002126
2014-09-30,1.54,2014,3,002126
2014-12-31,1.44,2014,4,002126
2015-03-31,1.41,2015,1,002126
2015-06-30,1.77,2015,2,002126
2015-09-30,1.79,2015,3,002126
2015-12-31,1.79,2015,4,002126
2016-03-31,1.88,2016,1,002126
2016-06-30,1.60,2016,2,002126
2016-09-30,1.65,2016,3,002126
2016-12-31,1.55,2016,4,002126
2017-03-31,1.51,2017,1,002126
2017-06-30,1.93,2017,2,002126
2017-09-30,1.79,2017,3,002126
2017-12-31,1.32,2017,4,002126
2018-03-31,1.31,2018,1,002126
2018-06-30,1.25,2018,2,002126
2018-09-30,1.25,2018,3,002126
2018-12-31,1.24,2018,4,002126
2019-03-31,1.23,2019,1,002126
2019-06-30,1.24,2019,2,002126
2019-09-30,1.24,2019,3,002126
2019-12-31,1.21,2019,4,002126
2020-03-31,1.19,2020,1,002126
2020-06-30,1.17,2020,2,002126
2020-09-30,1.16,2020,3,002126
2020-12-31,1.17,2020,4,002126
2021-03-31,1.17,2021,1,002126
2021-06-30,1.26,2021,2,002126
2021-09-30,1.26,2021,3,002126
2021-12-31,1.20,2021,4,002126
2022-03-31,1.16,2022,1,002126
2022-06-30,1.13,2022,2,002126
2022-09-30,1.12,2022,3,002126
2022-12-31,1.12,2022,4,002126
2023-03-31,1.10,2023,1,002126
2023-06-30,1.13,2023,2,002126
2023-09-30,1.13,2023,3,002126
2023-12-31,1.14,2023,4,002126
2024-03-31,1.14,2024,1,002126
2024-06-30,1.16,2024,2,002126
2024-09-30,1.19,2024,3,002126
2024-12-31,1.16,2024,4,002126
2025-03-31,1.18,2025,1,002126
2025-06-30,1.17,2025,2,002126
2025-09-30,1.17,2025,3,002126
2025-12-31,1.16,2025,4,002126
2026-03-31,1.15,2026,1,002126
