report_date,current_ratio_th,year,quarter,code
1998-12-31,1.14,1998,4,600569
1999-12-31,1.07,1999,4,600569
2000-12-31,1.16,2000,4,600569
2001-06-30,0.99,2001,2,600569
2001-12-31,1.89,2001,4,600569
2002-03-31,1.98,2002,1,600569
2002-06-30,2.12,2002,2,600569
2002-09-30,2.47,2002,3,600569
2002-12-31,2.21,2002,4,600569
2003-03-31,2.20,2003,1,600569
2003-06-30,2.37,2003,2,600569
2003-09-30,2.36,2003,3,600569
2003-12-31,2.27,2003,4,600569
2004-03-31,2.10,2004,1,600569
2004-06-30,2.03,2004,2,600569
2004-09-30,1.80,2004,3,600569
2004-12-31,1.54,2004,4,600569
2005-03-31,1.45,2005,1,600569
2005-06-30,1.19,2005,2,600569
2005-09-30,0.98,2005,3,600569
2005-12-31,0.86,2005,4,600569
2006-03-31,0.81,2006,1,600569
2006-06-30,0.76,2006,2,600569
2006-09-30,0.77,2006,3,600569
2006-12-31,0.70,2006,4,600569
2007-03-31,0.81,2007,1,600569
2007-06-30,0.79,2007,2,600569
2007-09-30,0.92,2007,3,600569
2007-12-31,0.92,2007,4,600569
2008-03-31,0.95,2008,1,600569
2008-06-30,0.95,2008,2,600569
2008-09-30,0.97,2008,3,600569
2008-12-31,0.90,2008,4,600569
2009-03-31,0.93,2009,1,600569
2009-06-30,0.87,2009,2,600569
2009-09-30,0.90,2009,3,600569
2009-12-31,0.94,2009,4,600569
2010-03-31,1.03,2010,1,600569
2010-06-30,1.09,2010,2,600569
2010-09-30,1.10,2010,3,600569
2010-12-31,1.08,2010,4,600569
2011-03-31,1.06,2011,1,600569
2011-06-30,1.02,2011,2,600569
2011-09-30,0.98,2011,3,600569
2011-12-31,0.95,2011,4,600569
2012-03-31,0.89,2012,1,600569
2012-06-30,0.74,2012,2,600569
2012-09-30,0.68,2012,3,600569
2012-12-31,0.62,2012,4,600569
2013-03-31,0.60,2013,1,600569
2013-06-30,0.59,2013,2,600569
2013-09-30,0.58,2013,3,600569
2013-12-31,0.58,2013,4,600569
2014-03-31,0.60,2014,1,600569
2014-06-30,0.63,2014,2,600569
2014-09-30,0.63,2014,3,600569
2014-12-31,0.61,2014,4,600569
2015-03-31,0.68,2015,1,600569
2015-06-30,0.68,2015,2,600569
2015-09-30,0.64,2015,3,600569
2015-12-31,0.60,2015,4,600569
2016-03-31,0.60,2016,1,600569
2016-06-30,0.59,2016,2,600569
2016-09-30,0.60,2016,3,600569
2016-12-31,0.60,2016,4,600569
2017-03-31,0.59,2017,1,600569
2017-06-30,0.61,2017,2,600569
2017-09-30,0.66,2017,3,600569
2017-12-31,0.63,2017,4,600569
2018-03-31,0.62,2018,1,600569
2018-06-30,0.68,2018,2,600569
2018-09-30,0.70,2018,3,600569
2018-12-31,0.68,2018,4,600569
2019-03-31,0.72,2019,1,600569
2019-06-30,0.77,2019,2,600569
2019-09-30,0.81,2019,3,600569
2019-12-31,0.82,2019,4,600569
2020-03-31,0.84,2020,1,600569
2020-06-30,0.82,2020,2,600569
2020-09-30,0.84,2020,3,600569
2020-12-31,0.82,2020,4,600569
2021-03-31,0.81,2021,1,600569
2021-06-30,0.80,2021,2,600569
2021-09-30,0.79,2021,3,600569
2021-12-31,0.74,2021,4,600569
2022-03-31,0.75,2022,1,600569
2022-06-30,0.76,2022,2,600569
2022-09-30,0.73,2022,3,600569
2022-12-31,0.68,2022,4,600569
2023-03-31,0.69,2023,1,600569
2023-06-30,0.68,2023,2,600569
2023-09-30,0.66,2023,3,600569
2023-12-31,0.61,2023,4,600569
2024-03-31,0.59,2024,1,600569
2024-06-30,0.59,2024,2,600569
2024-09-30,0.52,2024,3,600569
2024-12-31,0.48,2024,4,600569
2025-03-31,0.53,2025,1,600569
2025-06-30,0.55,2025,2,600569
2025-09-30,0.55,2025,3,600569
2025-12-31,0.57,2025,4,600569
2026-03-31,0.58,2026,1,600569
